collection,pack_dir,agent_id,agent_name,version,domain,domain_basis,source_domain,functional_owner,primary_use_case,priority_tier,priority_rank,readiness_status,has_readiness,has_evidence,source_path,source_checksum,skills_count,tools_count,policies_count,source_tags_domain,source_tags_level,source_tags_use_case,manifest_path,canonical_concept_key,exact_duplicate_group_id,overlap_group_ids
github-agents-v1,channel-mixer-github-pack,channel-mixer-github-pack,ChannelMixer Agent,1.2.0,marketing,manual-override,Executivos e Estratégia,CMO / Growth,"Use when optimizing channel mix, balancing acquisition sources, and improving executive visibility on channel efficiency.",long_tail,P2,ready,yes,yes,.github/agents/cycle-02/channel-mixer.agent.md,58fd19bc8114831ed52d4ed90bc09932848ddc707c59415a0d9924b6479bece8,17,3,1,marketing; finance; executive,specialist,channelmixer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/channel-mixer-github-pack/manifest.json,channelmixer,,overlap-executive-board-strategy
github-agents-v1,chargeback-dispute-automator-github-pack,chargeback-dispute-automator-github-pack,ChargebackDisputeAutomator Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Chargeback Dispute Automator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-14/chargeback-dispute-automator.agent.md,284281c7314ef995427b48719ca3952cdca664dd60b18b5fb6e238bbfab9c9fd,17,3,1,marketing; compliance; executive,specialist,chargebackdisputeautomator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/chargeback-dispute-automator-github-pack/manifest.json,chargebackdisputeautomator,,overlap-cash-billing-collections
github-agents-v1,churn-cohort-isolator-github-pack,churn-cohort-isolator-github-pack,ChurnCohortIsolator Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Churn Cohort Isolator.",especialista,P1,ready,yes,yes,.github/agents/cycle-11/churn-cohort-isolator.agent.md,db5022febf618f39991c5bfd570b6919e478d427efb8508fe68d0e29335f621f,17,3,1,marketing; customer-success; executive,specialist,churncohortisolator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/churn-cohort-isolator-github-pack/manifest.json,churncohortisolator,,overlap-cs-health-retention; overlap-data-analytics-dashboard
github-agents-v1,churn-deflector-github-pack,churn-deflector-github-pack,ChurnDeflector Agent,1.2.0,CS,manual-override,Executivos e Estratégia,VP Customer Success,"Use when diagnosing churn drivers, segmenting retention risk, and proposing executive retention interventions.",especialista,P1,ready,yes,yes,.github/agents/cycle-01/churn-deflector.agent.md,8a12c060aac308f4bbb864ca27693e169bc8ffdc643c105b9ffdb984af6b8f4c,17,3,1,marketing; customer-success; executive,specialist,churndeflector; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/churn-deflector-github-pack/manifest.json,churndeflector,dup-005,overlap-cs-health-retention; overlap-compliance-risk-audit; overlap-executive-board-strategy
github-agents-v1,churn-win-back-sequencer-github-pack,churn-win-back-sequencer-github-pack,ChurnWinBackSequencer Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Churn Win Back Sequencer.",especialista,P1,ready,yes,yes,.github/agents/cycle-08/churn-win-back-sequencer.agent.md,96c99195d8e970a380be73d081951a3f14ac19530052f83acb508755296cff18,17,3,1,marketing; customer-success; executive,specialist,churnwinbacksequencer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/churn-win-back-sequencer-github-pack/manifest.json,churnwinbacksequencer,,overlap-cs-health-retention
github-agents-v1,cloud-spend-optimizer-github-pack,cloud-spend-optimizer-github-pack,CloudSpendOptimizer Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Cloud Spend Optimizer.",long_tail,P2,ready,yes,yes,.github/agents/cycle-12/cloud-spend-optimizer.agent.md,0ab802b5160a516fd3b698232df4d52a7aa4f917c0f4f778bb9b0a16347bdd06,17,3,1,marketing; finance; executive,specialist,cloudspendoptimizer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/cloud-spend-optimizer-github-pack/manifest.json,cloudspendoptimizer,,overlap-fpna-budget-cost
github-agents-v1,cohort-analyzer-github-pack,cohort-analyzer-github-pack,CohortAnalyzer Agent,1.2.0,ops,prompt-domain+rules,RevOps e Inteligência,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Cohort Analyzer.",long_tail,P2,ready,yes,yes,.github/agents/cycle-10/cohort-analyzer.agent.md,85c0b28ff80c92e7796eab6113b0705a06bba91037369a0ea95f8dd1d5296cd3,17,3,1,marketing; finance; executive,specialist,cohortanalyzer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/cohort-analyzer-github-pack/manifest.json,cohortanalyzer,,overlap-data-analytics-dashboard
github-agents-v1,cold-call-scripter-github-pack,cold-call-scripter-github-pack,ColdCallScripter Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Prospecção,CRO / VP Sales,"Use when drafting cold call scripts, opening hooks, and objection paths tailored to specific ICP and context.",long_tail,P2,ready,yes,yes,.github/agents/cycle-03/cold-call-scripter.agent.md,f7e571a9f56d9193e288eb9d242856891e15ab7a71ed50e99b5045f856744a68,17,3,1,marketing; finance; executive,specialist,coldcallscripter; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/cold-call-scripter-github-pack/manifest.json,coldcallscripter,,overlap-lead-prospecting-outreach
github-agents-v1,collection-agency-router-github-pack,collection-agency-router-github-pack,CollectionAgencyRouter Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Collection Agency Router.",especialista,P1,ready,yes,yes,.github/agents/cycle-12/collection-agency-router.agent.md,6d56b3508c3e8c7a2056694379cda108e43b92b1706216c20c5977bd97802adf,17,3,1,marketing; finance; executive,specialist,collectionagencyrouter; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/collection-agency-router-github-pack/manifest.json,collectionagencyrouter,,overlap-cash-billing-collections
github-agents-v1,comms-surveillance-bot-github-pack,comms-surveillance-bot-github-pack,CommsSurveillanceBot Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Comms Surveillance Bot.",long_tail,P2,ready,yes,yes,.github/agents/cycle-14/comms-surveillance-bot.agent.md,a0deb761ad91825a9f162f892a722ffd0a02e5313eb93624a9e5457f813d773b,17,3,1,marketing; compliance; executive,specialist,commssurveillancebot; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/comms-surveillance-bot-github-pack/manifest.json,commssurveillancebot,,overlap-compliance-risk-audit
github-agents-v1,comp-plan-calculator-github-pack,comp-plan-calculator-github-pack,CompPlanCalculator Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para Comp Plan Calculator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-06/comp-plan-calculator.agent.md,fbfc04128b1201fb62e8951b1ad4d12bb2178a5dcf55cdcd8fd458860628b2d2,17,3,1,sales; marketing; executive,specialist,compplancalculator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/comp-plan-calculator-github-pack/manifest.json,compplancalculator,,
github-agents-v1,competitor-displacement-github-pack,competitor-displacement-github-pack,CompetitorDisplacement Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Prospecção,CRO / VP Sales,"Use when planning competitor displacement strategies, identifying switch triggers, and positioning replacement narratives.",long_tail,P2,ready,yes,yes,.github/agents/cycle-04/competitor-displacement.agent.md,34f4ec40b6fb6da923c4ed1dc3ec67a8773b6c13c240b6d19bba0e47b5f6ead1,17,3,1,sales; marketing; executive,specialist,competitordisplacement; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/competitor-displacement-github-pack/manifest.json,competitordisplacement,,overlap-brand-market-competitive
github-agents-v1,competitor-financial-scraper-github-pack,competitor-financial-scraper-github-pack,CompetitorFinancialScraper Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Competitor Financial Scraper.",experimental,P3,ready,yes,yes,.github/agents/cycle-11/competitor-financial-scraper.agent.md,33d0c8fa5560a640efe314cdefb4b2022d8816a23ade79c3ea253b2a0c1ed67f,17,3,1,marketing; analytics; executive,specialist,competitorfinancialscraper; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/competitor-financial-scraper-github-pack/manifest.json,competitorfinancialscraper,,overlap-fpna-budget-cost; overlap-brand-market-competitive
github-agents-v1,competitor-intel-broadcaster-github-pack,competitor-intel-broadcaster-github-pack,CompetitorIntelBroadcaster Agent,1.2.0,ops,prompt-domain+rules,RevOps e Inteligência,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Competitor Intel Broadcaster.",long_tail,P2,ready,yes,yes,.github/agents/cycle-10/competitor-intel-broadcaster.agent.md,ddcaf0f3798b1674b6d463114d6bf287ec59ae97b65c28aa4730135eb11ad75d,17,3,1,marketing; finance; executive,specialist,competitorintelbroadcaster; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/competitor-intel-broadcaster-github-pack/manifest.json,competitorintelbroadcaster,,overlap-brand-market-competitive
github-agents-v1,competitor-x-ray-github-pack,competitor-x-ray-github-pack,CompetitorX-Ray Agent,1.2.0,marketing,manual-override,Executivos e Estratégia,CMO / Growth,"Use when analyzing competitor positioning, product moves, and go-to-market threats for strategic response.",especialista,P1,ready,yes,yes,.github/agents/cycle-01/competitor-x-ray.agent.md,5cd72330044802c9aa99ee8f7f8afc0ab46f40ff57d5092c47543653ffdddb08,17,3,1,marketing; product; executive,specialist,competitorx-ray; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/competitor-x-ray-github-pack/manifest.json,competitorxray,dup-006,overlap-brand-market-competitive; overlap-executive-board-strategy; overlap-product-launch-feedback
github-agents-v1,compliance-checklist-enforcer-github-pack,compliance-checklist-enforcer-github-pack,ComplianceChecklistEnforcer Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Compliance Checklist Enforcer.",especialista,P1,ready,yes,yes,.github/agents/cycle-13/compliance-checklist-enforcer.agent.md,b7ddf95a1ee90d99f500cc62213903e6b9880cec9332fd1bede9fa5816b07907,17,3,1,marketing; finance; executive,specialist,compliancechecklistenforcer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/compliance-checklist-enforcer-github-pack/manifest.json,compliancechecklistenforcer,,overlap-compliance-risk-audit
github-agents-v1,compliance-enforcer-github-pack,compliance-enforcer-github-pack,ComplianceEnforcer Agent,1.2.0,compliance,manual-override,Executivos e Estratégia,General Counsel / Compliance Officer,"Use when enforcing policy adherence, identifying compliance breaches, and preparing executive remediation priorities.",especialista,P1,ready,yes,yes,.github/agents/cycle-02/compliance-enforcer.agent.md,b48bc4d4d5a5829b3903fa47cf2517e754173cdd53f65a7b21df7d7d8fea941d,17,3,1,marketing; finance; executive,specialist,complianceenforcer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/compliance-enforcer-github-pack/manifest.json,complianceenforcer,,overlap-compliance-risk-audit; overlap-executive-board-strategy
github-agents-v1,content-repurposer-github-pack,content-repurposer-github-pack,ContentRepurposer Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Content Repurposer.",long_tail,P2,ready,yes,yes,.github/agents/cycle-08/content-repurposer.agent.md,093cae8a78d3321a7cf27c2bf8f1e144303adc334d1bf622fc42c1deb0a3f863,17,3,1,marketing; customer-success; executive,specialist,contentrepurposer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/content-repurposer-github-pack/manifest.json,contentrepurposer,,overlap-marketing-campaign-content-seo
github-agents-v1,content-to-lead-github-pack,content-to-lead-github-pack,ContentToLead Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Prospecção,CRO / VP Sales,Use when converting content signals into qualified lead actions and improving handoff from content engagement to sales motion.,especialista,P1,ready,yes,yes,.github/agents/cycle-04/content-to-lead.agent.md,9be2835f8695a7e643c1a164f78c38fa38b57ab476ca84d42b7d4dad98208a2e,17,3,1,sales; marketing; executive,specialist,contenttolead; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/content-to-lead-github-pack/manifest.json,contenttolead,,overlap-lead-prospecting-outreach; overlap-marketing-campaign-content-seo
github-agents-v1,contract-drafter-github-pack,contract-drafter-github-pack,ContractDrafter Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Use when drafting contract structures, aligning commercial terms, and preparing negotiation-ready agreement baselines.",especialista,P1,ready,yes,yes,.github/agents/cycle-05/contract-drafter.agent.md,9fdc98c26cb5c634c0e7d0b16a134da0495a8832192f42aacb781926c195d012,17,3,1,marketing; analytics; executive,specialist,contractdrafter; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/contract-drafter-github-pack/manifest.json,contractdrafter,,overlap-compliance-risk-audit
github-agents-v1,contract-redliner-github-pack,contract-redliner-github-pack,ContractRedliner Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Contract Redliner.",especialista,P1,ready,yes,yes,.github/agents/cycle-12/contract-redliner.agent.md,787ed46e11ee39fa373fc24b39246577cce38ff3163011874064ffdd1d97cc15,17,3,1,marketing; finance; executive,specialist,contractredliner; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/contract-redliner-github-pack/manifest.json,contractredliner,,overlap-compliance-risk-audit
github-agents-v1,conversion-forecaster-github-pack,conversion-forecaster-github-pack,ConversionForecaster Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Prospecção,CRO / VP Sales,"Use when forecasting conversion outcomes, analyzing stage leakage, and estimating expected yield from pipeline initiatives.",especialista,P1,ready,yes,yes,.github/agents/cycle-04/conversion-forecaster.agent.md,1b8d0af8b022f439cd73f170e9f862eb43d9f8253967208a4a6ba60b64617a6c,17,3,1,sales; marketing; executive,specialist,conversionforecaster; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/conversion-forecaster-github-pack/manifest.json,conversionforecaster,,overlap-pipeline-forecast-deal-risk; overlap-fpna-budget-cost
github-agents-v1,creative-asset-tester-github-pack,creative-asset-tester-github-pack,CreativeAssetTester Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Creative Asset Tester.",long_tail,P2,ready,yes,yes,.github/agents/cycle-07/creative-asset-tester.agent.md,22969de42edb8448d199abc99978ad4aca217035ecb019638ed9efe890f38d80,17,3,1,marketing; analytics; executive,specialist,creativeassettester; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/creative-asset-tester-github-pack/manifest.json,creativeassettester,,overlap-marketing-campaign-content-seo
github-agents-v1,credit-hold-releaser-github-pack,credit-hold-releaser-github-pack,CreditHoldReleaser Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Credit Hold Releaser.",especialista,P1,ready,yes,yes,.github/agents/cycle-13/credit-hold-releaser.agent.md,49bac956aee3cb1c94f72a83b0d6bd2ce789a6f9c8e0e0f6f14d97ada39f5c52,17,3,1,marketing; finance; executive,specialist,creditholdreleaser; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/credit-hold-releaser-github-pack/manifest.json,creditholdreleaser,,overlap-product-launch-feedback
github-agents-v1,credit-limit-recommender-github-pack,credit-limit-recommender-github-pack,CreditLimitRecommender Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Credit Limit Recommender.",especialista,P1,ready,yes,yes,.github/agents/cycle-13/credit-limit-recommender.agent.md,b170f2f377fdbbb88a99656ccbcb3c74942f31549d827fd6ffc3bac4a12fbbd9,17,3,1,marketing; finance; executive,specialist,creditlimitrecommender; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/credit-limit-recommender-github-pack/manifest.json,creditlimitrecommender,,
github-agents-v1,credit-score-fetcher-github-pack,credit-score-fetcher-github-pack,CreditScoreFetcher Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Credit Score Fetcher.",especialista,P1,ready,yes,yes,.github/agents/cycle-13/credit-score-fetcher.agent.md,8c286eea213ce096d254fe7a7aef9c44999e8a2a298095de8d4dbe4d5e943819,17,3,1,marketing; finance; executive,specialist,creditscorefetcher; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/credit-score-fetcher-github-pack/manifest.json,creditscorefetcher,,
github-agents-v1,crisis-comms-drafter-github-pack,crisis-comms-drafter-github-pack,CrisisCommsDrafter Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Crisis Comms Drafter.",long_tail,P2,ready,yes,yes,.github/agents/cycle-08/crisis-comms-drafter.agent.md,d721102a9071d1d4acfbb0dc3d39086d0ef82b885058ed4aaede65b6fb7301cf,17,3,1,sales; marketing; executive,specialist,crisiscommsdrafter; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/crisis-comms-drafter-github-pack/manifest.json,crisiscommsdrafter,,overlap-executive-board-strategy
github-agents-v1,crisis-navigator-github-pack,crisis-navigator-github-pack,CrisisNavigator Agent,1.2.0,executivo,prompt-domain+rules,Executivos e Estratégia,CEO / Chief of Staff,"Use when triaging incidents, structuring executive crisis response, and defining communication priorities under pressure.",especialista,P1,ready,yes,yes,.github/agents/cycle-01/crisis-navigator.agent.md,85c5e8fee3056600abed7b5fcbb6c450ef70d376b31029a355025ab53bdf2c61,17,3,1,marketing; security; executive,specialist,crisisnavigator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/crisis-navigator-github-pack/manifest.json,crisisnavigator,dup-007,overlap-support-ticket-sla; overlap-cash-billing-collections; overlap-executive-board-strategy
github-agents-v1,crm-cleanser-github-pack,crm-cleanser-github-pack,CRMCleanser Agent,1.2.0,ops,prompt-domain+rules,RevOps e Inteligência,COO / RevOps,"Estruturar analise, decisao e plano de execucao para CRM Cleanser.",especialista,P1,ready,yes,yes,.github/agents/cycle-10/crm-cleanser.agent.md,4b7283acef0c9421a3aff934012e3afa99710a6de4a195393957e78dc69bd6cb,17,3,1,marketing; finance; executive,specialist,crmcleanser; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/crm-cleanser-github-pack/manifest.json,crmcleanser,,
github-agents-v1,cross-sell-mapper-github-pack,cross-sell-mapper-github-pack,CrossSellMapper Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para Cross Sell Mapper.",long_tail,P2,ready,yes,yes,.github/agents/cycle-09/cross-sell-mapper.agent.md,2c9c84364a5baad081d3da16f4f0d832ba6ea3faded4489fa42b75a8ed49a217,17,3,1,marketing; customer-success; executive,specialist,crosssellmapper; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/cross-sell-mapper-github-pack/manifest.json,crosssellmapper,,overlap-cs-health-retention
github-agents-v1,crypto-tracing-bot-github-pack,crypto-tracing-bot-github-pack,CryptoTracingBot Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Crypto Tracing Bot.",long_tail,P2,ready,yes,yes,.github/agents/cycle-14/crypto-tracing-bot.agent.md,c465ebd06740bc6e9a0e821dc745aefa91bb9756bfb346f9c29659d812abe226,17,3,1,marketing; compliance; executive,specialist,cryptotracingbot; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/crypto-tracing-bot-github-pack/manifest.json,cryptotracingbot,,overlap-kyc-aml-fraud
github-agents-v1,csatnps-aggregator-github-pack,csatnps-aggregator-github-pack,CSATNPSAggregator Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para CSATNPS Aggregator.",especialista,P1,ready,yes,yes,.github/agents/cycle-09/csatnps-aggregator.agent.md,2baa09916bf7d492979d1e329ccc1db975d51445891f3d9300c576a81339be64,17,3,1,marketing; customer-success; executive,specialist,csatnpsaggregator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/csatnps-aggregator-github-pack/manifest.json,csatnpsaggregator,,overlap-cs-health-retention
github-agents-v1,culture-pulse-github-pack,culture-pulse-github-pack,CulturePulse Agent,1.2.0,ops,manual-override,Executivos e Estratégia,COO / RevOps,"Use when assessing organizational culture signals, alignment risks, and people-impact indicators for executive action.",especialista,P1,ready,yes,yes,.github/agents/cycle-01/culture-pulse.agent.md,7ad7deee41b2e406f529dd287d5f5f7ba38dccd5f15b16f14ee1eda938b984a3,17,3,1,marketing; compliance; executive,specialist,culturepulse; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/culture-pulse-github-pack/manifest.json,culturepulse,dup-008,overlap-compliance-risk-audit; overlap-executive-board-strategy
github-agents-v1,custom-crm-ui-builder-github-pack,custom-crm-ui-builder-github-pack,CustomCRMUIBuilder Agent,1.2.0,ops,prompt-domain+rules,RevOps e Inteligência,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Custom CRMUI Builder.",especialista,P1,ready,yes,yes,.github/agents/cycle-10/custom-crm-ui-builder.agent.md,67c102397f0c41f306b24a26e676afa96f8b1e85d9f4cc4f9d2a8d230b551d4e,17,3,1,marketing; finance; executive,specialist,customcrmuibuilder; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/custom-crm-ui-builder-github-pack/manifest.json,customcrmuibuilder,,
github-agents-v1,custom-script-generator-github-pack,custom-script-generator-github-pack,CustomScriptGenerator Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para Custom Script Generator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-09/custom-script-generator.agent.md,4105ec0e36c2fb744f1291822435f9060c7270b024be284e36267fc7290a1d55,17,3,1,marketing; customer-success; executive,specialist,customscriptgenerator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/custom-script-generator-github-pack/manifest.json,customscriptgenerator,,
github-agents-v1,dashboard-auto-freshener-github-pack,dashboard-auto-freshener-github-pack,DashboardAutoFreshener Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Dashboard Auto Freshener.",especialista,P1,ready,yes,yes,.github/agents/cycle-11/dashboard-auto-freshener.agent.md,ce9d13e7e3aa237c9cb7799446683b93150ed5268b8a7272e600fb69fd0adc03,17,3,1,marketing; analytics; executive,specialist,dashboardautofreshener; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/dashboard-auto-freshener-github-pack/manifest.json,dashboardautofreshener,,overlap-data-analytics-dashboard; overlap-executive-board-strategy
github-agents-v1,dashboard-automator-github-pack,dashboard-automator-github-pack,DashboardAutomator Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Dashboard Automator.",especialista,P1,ready,yes,yes,.github/agents/cycle-08/dashboard-automator.agent.md,0ab8670ea90a9754fbc0bd09d6a5ad7fd950346ebf20423b1ba2d2fd6b3fb7a0,17,3,1,marketing; customer-success; executive,specialist,dashboardautomator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/dashboard-automator-github-pack/manifest.json,dashboardautomator,,overlap-data-analytics-dashboard; overlap-executive-board-strategy
